,movie_id,movie_title,overview,popularity,rating,tagline,runtime,revenue,release_date,vote_count,budget,genres,production_companies
101,912908,Strays,"When Reggie is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with a fast-talking, foul-mouthed stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is.",248.6,7.59,Go fetch yourself.,93,10000000,2023-08-17,22,46000000,['Comedy'],"['Universal Pictures', 'PictureStart', 'Lord Miller', 'Gloria Sanchez Productions', 'Rabbit Hole Productions']"
102,536554,M3GAN,"A brilliant toy company roboticist uses artificial intelligence to develop M3GAN, a life-like doll programmed to emotionally bond with her newly orphaned niece. But when the doll's programming works too well, she becomes overprotective of her new friend with terrifying results.",213.0,7.242,Friendship has evolved.,102,179960167,2022-12-28,3064,12000000,"['Science Fiction', 'Horror']","['Atomic Monster', 'Blumhouse Productions', 'Divide / Conquer', 'Universal Pictures']"
103,1070802,Confidential Informant,"During a crack epidemic two narcotics agents hunting for a cop killer. Hoping for leads, Moran and Thorton pay off a junkie informant. To provide for his wife and son, Moran involves the stool pigeon in a deadly scheme. This causes the partners to come under the scrutiny of a suspicious internal affairs agent.",203.2,6.42,The action-thriller movie is based on true events,88,0,2023-06-27,84,0,"['Mystery', 'Thriller', 'Action']","['BondIt Media Capital', 'Red Sea Media', 'Buffalo 8 Productions', 'Lionsgate']"
104,948163,Timescape,Two kids accidentally travel back in time to the dinosaur age and must find a way to repair their ship and get back home.,234.4,7.8,"If they don't return, they are history",81,0,2022-08-19,12,0,"['Science Fiction', 'Family', 'Adventure']","['Fullum Films Studios', 'MeniThings Productions', 'Empress Road Pictures']"
105,157336,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,182.4,8.414,Mankind was born on Earth. It was never meant to die here.,169,701729206,2014-11-05,32276,165000000,"['Adventure', 'Drama', 'Science Fiction']","['Legendary Pictures', 'Syncopy', 'Lynda Obst Productions']"
106,406563,Insidious: The Last Key,"Parapsychologist Elise Rainier and her team travel to Five Keys, NM, to investigate a man’s claim of a haunting. Terror soon strikes when Rainier realizes that the house he lives in was her family’s old home.",198.1,6.28,Fear comes home.,103,167885588,2018-01-03,2638,10000000,"['Horror', 'Mystery', 'Thriller']","['Stage 6 Films', 'Blumhouse Productions', 'Universal Pictures', 'Solana Films']"
107,436270,Black Adam,"Nearly 5,000 years after he was bestowed with the almighty powers of the Egyptian gods—and imprisoned just as quickly—Black Adam is freed from his earthly tomb, ready to unleash his unique form of justice on the modern world.",224.6,7.023,Power born from rage.,124,393252111,2022-10-19,5377,200000000,"['Action', 'Adventure', 'Science Fiction']","['New Line Cinema', 'Flynn Picture Company', 'DC Films', 'Seven Bucks Productions']"
108,954388,Quicksand,A married couple on the brink of divorce becomes trapped in quicksand while hiking through a Colombian rainforest. It’s a struggle for survival as they battle the elements of the jungle and must work together in order to escape.,206.4,8.5,Fear will drag you deeper.,86,0,2023-08-31,2,0,"['Thriller', 'Horror']","['Sangre Films', '222 Pictures', ""Dawn's Light"", 'Elemental Stories']"
109,1105902,Los Habitantes,,224.6,7.0,,0,0,2023-04-27,51,0,"['Thriller', 'Horror']","['Black Bear Studios', 'Golden Empire Studios', 'Gomez Junco Productions', 'Nectar Sound Drops', 'Yibrand Films']"
110,868759,Ghosted,"Salt-of-the-earth Cole falls head over heels for enigmatic Sadie — but then makes the shocking discovery that she’s a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",189.2,7.074,Finding that special someone can be a real adventure.,117,0,2023-04-18,1232,0,"['Action', 'Comedy', 'Romance']",['Skydance']
111,841755,Mortal Kombat Legends: Battle of the Realms,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",210.2,7.723,,80,0,2021-08-31,383,0,"['Animation', 'Action', 'Fantasy']",['Warner Bros. Animation']
112,986070,The Wrath of Becky,"Two years after she escaped a violent attack on her family, 16-year-old Becky attempts to rebuild her life in the care of an older woman -- a kindred spirit named Elena. However, when a violent group known as the Noble Men break into their home, attack them and take their beloved dog, Becky must return to her old ways to protect herself and her loved ones.",209.0,6.73,Hell hath no fury like a 16-year-old scorned.,83,0,2023-05-26,123,0,"['Action', 'Horror', 'Thriller']","['Post Film', 'BoulderLight Pictures', 'Media Finance Capital', 'RainMaker Films', 'Yale Productions']"
113,37265,Così fan tutte,"After five years of marriage, Diana discovers the joys of adultery, claiming that she can save her failing relationship through betrayal.",193.8,4.645,,93,0,1992-02-21,309,0,"['Comedy', 'Drama']","['Faso Film', 'San Francisco Film']"
114,611861,음란 과외2,"Bar examiner Yoo-jeong likes sex more than studying. Thanks to the secretive, but erotic tutoring by the teacher her boyfriend introduced to her, Yoo-jeong’s grades shoot up. Yoo-jeong’s mom, Mi-jin, however, feels attracted to her tutor and starts seducing him.",256.5,7.832,,73,0,2019-06-07,6,0,"['Romance', 'Drama']",[]
115,747188,Asteroid City,"In an American desert town circa 1955, the itinerary of a Junior Stargazer/Space Cadet convention is spectacularly disrupted by world-changing events.",142.1,6.71,,105,47281670,2023-06-08,644,25000000,"['Comedy', 'Drama']","['American Empirical Pictures', 'Indian Paintbrush']"
116,916224,すずめの戸締まり,"Suzume, 17, lost her mother as a little girl. On her way to school, she meets a mysterious young man. But her curiosity unleashes a calamity that endangers the entire population of Japan, and so Suzume embarks on a journey to set things right.",185.9,7.965,"On the other side of the door, was time in its entirety.",123,321092572,2022-11-11,630,0,"['Animation', 'Drama', 'Adventure', 'Fantasy']","['CoMix Wave Films', 'Story', 'Lawson Entertainment', 'East Japan Marketing & Communications', 'voque ting', 'KADOKAWA', 'Aniplex', 'TOHO']"
117,396263,GANTZ:O,"After being brutally murdered in a subway station, a teen boy awakens to find himself resurrected by a strange computer named Gantz, and forced to fight a large force of invading aliens in Osaka.",196.1,7.336,,95,2238600,2016-10-14,676,0,"['Science Fiction', 'Action', 'Animation']","['Digital Frontier', 'TOHO']"
118,1130818,Sheroes,"When four thick-as-thieves friends arrive in Thailand, they quickly find themselves in over their heads. Fighting to stay alive, they employ their unique set of skills and unleash their fierce loyalty in a heart-pumping battle for survival.",180.5,6.445,,91,0,2023-06-23,89,0,"['Action', 'Comedy', 'Crime', 'Adventure']","['BondIt Media Capital', 'The Squid Farm', 'Dreamspace', 'Head Gear Films', 'Metrol Technology', 'Bohemia Media', '852 Films', 'Kaos Entertainment']"
119,566525,Shang-Chi and the Legend of the Ten Rings,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,139.5,7.598,You can't outrun your destiny.,132,432243292,2021-09-01,8391,150000000,"['Action', 'Adventure', 'Fantasy']",['Marvel Studios']
120,812225,映画 ブラッククローバー 魔法帝の剣,"As a lionhearted boy who can’t wield magic strives for the title of Wizard King, four banished Wizard Kings of yore return to crush the Clover Kingdom.",173.5,8.22,When the legend revives... The kingdom will fall.,113,0,2023-06-16,182,0,"['Animation', 'Fantasy', 'Action', 'Adventure']",['Pierrot']
121,614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,"After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",174.9,7.395,Heroes aren't born. They're mutated.,100,118000000,2023-07-31,210,70000000,"['Animation', 'Comedy', 'Action']","['Paramount', 'Nickelodeon Movies', 'Point Grey Pictures', 'Mikros Animation']"
122,507086,Jurassic World Dominion,"Four years after Isla Nublar was destroyed, dinosaurs now live—and hunt—alongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators ona planet they now share with history's most fearsome creatures.",180.6,6.805,The epic conclusion of the Jurassic era.,147,1001978080,2022-06-01,5119,165000000,"['Adventure', 'Action', 'Science Fiction']","['Amblin Entertainment', 'Universal Pictures']"
123,645516,Bite Night,'Haunted Honeymoon' meets 'My Best Friend is a Vampire' meets 'Clue'. When three beautiful ladies manage to grab the attention of a group of punks with their enchanting voices. They become the lucky guests or rather victims of the house of Valice. However the tables turn quite suddenly when the ladies realize they are in fact the unfortunate victims of the madness which they themselves created.,181.1,6.5,They sing! They Dance! They Bite!,95,0,2022-01-12,6,0,"['Horror', 'Mystery']",['Great Northern Productions']
124,966220,Снайпер. Білий ворон,"Mykola is an eccentric pacifist who wants to be useful to humanity. When the war begins at Donbass, Mykola’s naive world is collapsing as the militants kill his pregnant wife and burn his home to the ground. Recovered, he makes a cardinal decision and gets enlisted in a sniper company. Having met his wife’s killers, he emotionally breaks down and arranges “sniper terror” for the enemy. He’s saved from a senseless death by his instructor who himself gets mortally wounded. The death of a friend leaves a “scar” and Mykola is ready to sacrifice his life.",171.5,7.637,"On the battlefield, one bullet can change everything.",120,0,2022-05-03,464,1000000,"['War', 'Action', 'Drama']",['UM Group']
125,1073170,Zoey 102,Pacific Coast Academy alumni return to Malibu for an over-the-top wedding that turns into a high school reunion for the books.,171.4,7.11,Saving the date since 2008.,101,0,2023-07-27,109,0,"['Romance', 'Comedy']","['Nickelodeon Productions', 'Nickelodeon Movies']"
126,717930,Kandahar,"After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.",161.1,6.668,The only thing more dangerous than the mission is the escape.,119,3000000,2023-05-25,380,0,"['Action', 'Thriller']","['Thunder Road', 'G-BASE', 'Capstone Pictures', 'MBC Studios']"
127,671,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",179.4,7.914,Let the magic begin.,152,976475550,2001-11-16,25221,125000000,"['Adventure', 'Fantasy']","['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']"
128,228150,Fury,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",152.6,7.516,War never ends quietly.,135,211817906,2014-10-15,10955,68000000,"['War', 'Drama', 'Action']","['Columbia Pictures', 'QED International', 'LStar Capital', 'Le Grisbi Productions', 'Crave Films', 'Sony Pictures', 'Huayi Brothers Pictures']"
129,1047041,名探偵コナン 黒鉄の魚影（サブマリン）,The 26th movie entry in the “Detective Conan” franchise.,192.2,6.684,,110,0,2023-04-14,30,0,"['Animation', 'Action', 'Crime', 'Mystery']","['TMS Entertainment', 'Shogakukan', 'Yomiuri Telecasting Corporation', 'Nippon Television Network Corporation', 'Shogakukan-Shueisha Productions', 'TOHO']"
130,926924,¡Vaya vacaciones!,,231.1,5.5,,0,0,2023-04-21,13,0,['Comedy'],[]
131,901358,Жена Чайковского,"Antonina Miliukova is a beautiful and bright young woman, born in the aristocracy of 19th century Russia. She could have anything she'd want, and yet her only obsession is to marry Pyotr Tchaikovsky, with whom she falls in love from the very moment she hears his music. The composer finally accepts this union, but after blaming her for his misfortunes and breakdowns, his attempts to get rid of his wife are brutal. Consumed by her feelings for him, Antonina decides to endure and do whatever it takes to stay with him. Humiliated, disgraced and discarded, she is slowly driven to madness.",164.4,6.45,,143,0,2022-11-11,29,0,"['Drama', 'History', 'Romance']","['Charades', 'Hype Film', 'Logical Pictures', 'Bord Cadre Films', 'Kinoprime Foundation']"
132,39998,蜜桃成熟時,An 8-year-old girl named Peach makes a wish and wakes up to find herself transformed into an 18-year-old woman.,187.9,4.4,,90,0,1997-03-12,10,0,['Romance'],[]
133,354912,Coco,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",165.6,8.23,The celebration of a lifetime,105,800526015,2017-10-27,17559,175000000,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']","['Pixar', 'Walt Disney Pictures']"
134,1075335,Little Bone Lodge,"During a stormy night in the Scottish Highlands, two criminal brothers on the run seek refuge in a desolate farmhouse. But after taking the resident family captive, they find the house holds even darker secrets of its own.",182.4,7.445,A mother always protects her family.,93,0,2023-03-11,170,0,"['Horror', 'Crime', 'Thriller']","['Particular Crowd', 'SC Films International', 'Tea Shop Productions']"
135,766507,Prey,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",170.8,7.77,They hunt to live. It lives to hunt.,100,0,2022-08-02,5740,65000000,"['Thriller', 'Action', 'Science Fiction']",['20th Century Studios']
136,805320,Bird Box Barcelona,"After a mysterious force decimates the world’s population, Sebastian must navigate his own survival journey through the desolate streets of Barcelona. As he forms uneasy alliances with other survivors and they try to escape the city, an unexpected and even more sinister threat grows.",162.5,6.047,Fear the ones who see.,124,0,2023-07-14,441,19800000,"['Thriller', 'Drama', 'Science Fiction', 'Horror']","['Nostromo Pictures', 'Chris Morgan Productions', 'Dylan Clark Productions', 'Bluegrass Films']"
137,204553,감시자들,"Ha Yoon-ju becomes the newest member of a unit within the Korean Police Forces Special Crime Department that specializes in surveillance activities on high-profile criminals. She teams up with Hwang Sang-jun, the veteran leader of the unit, and tries to track down James who is the cold-hearted leader of an armed criminal organization.",160.5,7.48,Remember everything about the untraceable target.,119,37795598,2013-07-03,297,0,"['Adventure', 'Crime', 'Action', 'Thriller']","['Next Entertainment World', 'Zip Cinema', 'Opus Pictures', 'Union Investment Partners', 'Sundream Motion Pictures', 'Seoul Film Commission', 'United Pictures', 'CJ Entertainment']"
138,523931,Megalodon,"A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.",179.4,5.645,Danger Is Rising!,90,5303,2018-08-10,259,130178,"['Action', 'Science Fiction', 'Horror', 'TV Movie']",['The Asylum']
139,1082314,Insta Gay,A millennial reels after breaking-up with a popular gay influencer. Insta Gay is a drama-comedy that explores the real world impact that vapid gay social media has on the queer community.,193.8,1.0,,12,0,2023-05-28,1,0,[],[]
140,892494,En roue libre,"One morning, Louise, 45, is suddenly unable to step out of her car. Sweats, anxieties, palpitations... she is having an inexplicable panic attack. She is tetanized and simply cannot set foot outside.",177.4,6.613,,89,0,2022-06-29,70,3900000,['Comedy'],"['The Film', 'Memento Films Production']"
141,993867,Eradication,"When an unknown disease wipes out most of the world’s population, a man with unique blood is isolated for study. Fearing for his wife’s safety, he breaks his quarantine – into a world overrun by monstrous Infected and a shadowy agency hunting them down.",176.2,6.6,Stay Isolated. Stay Alive.,84,0,2022-07-15,114,5000,"['Horror', 'Thriller']",[]
142,1135727,Sugapa,"Young lovers chase their big city dreams but get tested by lust, addiction, and the hunger for money. Will their love survive, or will reaching for their dreams tear them apart?",189.9,10.0,,112,0,2023-08-25,1,0,['Drama'],['Vivamax']
143,968051,The Nun II,"Four years after the events at the Abbey of St. Carta, Sister Irene returns once again and comes face to face with the demonic force Valak, the Nun.",183.6,0.0,The greatest evil in the conjuring universe returns.,110,0,2023-09-05,0,0,"['Horror', 'Mystery', 'Thriller']","['New Line Cinema', 'Atomic Monster', 'The Safran Company', 'Warner Bros. Pictures']"
144,264859,Sechs Schwedinnen auf der Alm,This comedy has everyone's favorite 6 Swedish gals enjoying their stay in the alps. When the girls aren't enjoying the pleasure of their own company they're out having a good time with nearly everyone else in town.,132.4,5.45,,90,0,1983-07-22,20,0,"['Romance', 'Comedy']",[]
145,985939,Fall,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",162.4,7.254,Fear reaches new heights.,107,16120263,2022-08-11,3139,3000000,['Thriller'],"['Tea Shop Productions', 'Capstone Pictures', 'BuzzFeed Studios']"
146,616037,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",153.2,6.53,The one is not the only.,119,760928081,2022-07-06,6374,250000000,"['Fantasy', 'Action', 'Comedy']","['Marvel Studios', 'Kevin Feige Productions']"
147,414906,The Batman,"In his second year of fighting crime, Batman uncovers corruption in Gotham City that connects to his own family while facing a serial killer known as the Riddler.",174.5,7.715,Unmask the truth.,177,770945583,2022-03-01,8408,185000000,"['Crime', 'Mystery', 'Thriller']","['6th & Idaho', 'Dylan Clark Productions', 'DC Films', 'Warner Bros. Pictures']"
148,675353,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",158.1,7.6,Welcome to the next level.,123,402656846,2022-04-08,4145,110000000,"['Action', 'Adventure', 'Family', 'Comedy']","['Original Film', 'Blur Studio', 'Marza Animation Planet', 'Paramount', 'SEGA']"
149,893712,劇場版 ソードアート・オンライン -プログレッシブ- 冥き夕闇のスケルツォ,"Over a month has passed since 10,000 users were trapped inside the ""Sword Art Online"" world. Asuna, who cleared the first floor of the floating iron castle of Aincrad, joined up with Kirito and continued her journey to reach the top floor. With the support of female Information Broker Argo, clearing the floors seemed to be progressing smoothly, but conflict erupts between two major guilds who should be working together – the top player groups ALS (the Aincrad Liberation Squad) and DKB (the Dragon Knights Brigade). And meanwhile, behind the scenes exists a mysterious figure pulling the strings…",150.2,7.57,You will definitely become stronger.,100,0,2022-10-22,120,0,"['Animation', 'Action', 'Fantasy', 'Science Fiction']","['A-1 Pictures', 'EGG FIRM', 'Straight Edge', 'Aniplex', 'Sonilude']"
150,646389,Plane,"After a heroic job of successfully landing his storm-damaged aircraft in a war zone, a fearless pilot finds himself between the agendas of multiple militias planning to take the plane and its passengers hostage.",153.8,7.016,Survive together or die alone.,107,51000000,2023-01-12,1657,25000000,"['Action', 'Adventure', 'Thriller']","['MadRiver Pictures', 'di Bonaventura Pictures', 'G-BASE', 'Olive Hill Media', 'Riverstone Pictures']"
151,439079,The Nun,"When a young nun at a cloistered abbey in Romania takes her own life, a priest with a haunted past and a novitiate on the threshold of her final vows are sent by the Vatican to investigate. Together they uncover the order’s unholy secret. Risking not only their lives but their faith and their very souls, they confront a malevolent force in the form of the same demonic nun that first terrorized audiences in “The Conjuring 2” as the abbey becomes a horrific battleground between the living and the damned.",166.1,5.86,Pray For Forgiveness,96,365582797,2018-09-05,5862,22000000,"['Horror', 'Mystery', 'Thriller']","['New Line Cinema', 'Atomic Monster', 'The Safran Company']"
152,804150,Cocaine Bear,"Inspired by a true story, an oddball group of cops, criminals, tourists and teens converge in a Georgia forest where a 500-pound black bear goes on a murderous rampage after unintentionally ingesting cocaine.",149.1,6.22,Get in line.,96,87649532,2023-02-22,1358,32500000,"['Thriller', 'Comedy', 'Crime']","['Universal Pictures', 'Brownstone Productions', 'Lord Miller']"
153,8920,Garfield,"Garfield, the fat, lazy, lasagna lover, has everything a cat could want. But when Jon, in an effort to impress the Liz - the vet and an old high-school crush - adopts a dog named Odie and brings him home, Garfield gets the one thing he doesn't want. Competition.",170.5,5.668,Get ready for frisky business.,80,200804534,2004-06-10,3586,50000000,"['Animation', 'Comedy', 'Family']","['Davis Entertainment', '20th Century Fox']"
154,156022,The Equalizer,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",148.6,7.242,What do you see when you look at me?,132,192330738,2014-09-24,8004,55000000,"['Thriller', 'Action', 'Crime']","['Lonetree Entertainment', 'Columbia Pictures', 'Village Roadshow Pictures', 'Escape Artists', 'LStar Capital', 'Mace Neufeld Productions']"
155,605886,Misanthrope,Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,147.5,6.99,,119,200221,2023-04-06,437,0,"['Crime', 'Thriller', 'Mystery']","['FilmNation Entertainment', 'RainMaker Films']"
156,799379,늑대사냥,"While under heavily armed guard, the dangerous convicts aboard a cargo ship unite in a coordinated escape attempt that soon escalates into a bloody, all-out riot. But as the fugitives continue their brutal campaign of terror, they soon discover that not even the most vicious among them is safe from the horror they unknowingly unleashed from the darkness below deck.",148.0,6.418,A floating hell with no escape.,122,0,2022-09-21,235,9000000,"['Action', 'Thriller', 'Horror']","['The Contents On', 'Contents G', 'Cheum Film', 'Finecut']"
157,987507,バッドシティ,"Kensuke Sonomura directs the legendary Hitoshi Ozawa in this ultimate V-Cinema actioner.  Kaiko City is plagued with poverty and crime. When a corrupt businessman decides to run for mayor and starts eliminating opponents from the rival mafia, a former police captain serving time for murder is secretly released and put in charge of a special task force to arrest him.",162.4,6.918,,118,0,2022-07-05,68,0,"['Action', 'Crime']","['Rights Cube', 'ソリッドフィーチャー', 'Shibuya Productions']"
158,808396,God Is a Bullet,"Based on true events and the novel of the same name. Vice detective Bob Hightower finds his ex-wife murdered and daughter kidnapped by a cult. Frustrated by the botched official investigations, he quits the force and infiltrates the cult to hunt down the leader with the help of the cult’s only female victim escapee, Case Hardin.",142.0,6.312,Say your prayers.,155,0,2023-06-22,88,0,"['Action', 'Crime', 'Horror']","['Patriot Pictures', 'Itaca Films', 'Lost Winds Entertainment', 'XYZ Films']"
159,73723,The Lorax,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",183.1,6.48,Meet the original force of nature.,86,348840316,2012-03-01,3153,70000000,"['Animation', 'Family']","['Universal Pictures', 'Illumination', 'Comcast']"
160,508947,Turning Red,"Thirteen-year-old Mei is experiencing the awkwardness of being a teenager with a twist – when she gets too excited, she transforms into a giant red panda.",152.2,7.445,Growing up is a beast.,100,18879922,2022-03-10,4399,190000000,"['Animation', 'Family', 'Comedy', 'Fantasy']","['Walt Disney Pictures', 'Pixar']"
161,675445,PAW Patrol: The Movie,Ryder and the pups are called to Adventure City to stop Mayor Humdinger from turning the bustling metropolis into a state of chaos.,169.9,7.4,Our fate is in their paws.,86,144327371,2021-08-09,1136,26000000,"['Animation', 'Family', 'Adventure', 'Comedy']","['Spin Master', 'Nickelodeon Movies', 'Paramount', 'Mikros Image', 'Elevation Pictures']"
162,674,Harry Potter and the Goblet of Fire,"When Harry Potter's name emerges from the Goblet of Fire, he becomes a competitor in a grueling battle for glory among three wizarding schools—the Triwizard Tournament. But since Harry never submitted his name for the Tournament, who did? Now Harry must confront a deadly dragon, fierce water demons and an enchanted maze only to find himself in the cruel grasp of He Who Must Not Be Named.",135.4,7.816,Dark And Difficult Times Lie Ahead.,157,895921036,2005-11-16,19153,150000000,"['Adventure', 'Fantasy', 'Family']","['Warner Bros. Pictures', 'Heyday Films', 'Patalex IV Productions Limited']"
163,879444,Accident Man: Hitman's Holiday,"The Accident Man is back, and this time he must best the top assassins in the world to protect the ungrateful son of a mafia boss, save the life of his only friend and rekindle his relationship with his maniacal father figure.",154.1,6.508,A vacation to die for.,96,0,2022-10-14,109,0,"['Action', 'Comedy', 'Crime']",['Six Demon Films']
164,585083,Hotel Transylvania: Transformania,"When Van Helsing's mysterious invention, the ""Monsterfication Ray,"" goes haywire, Drac and his monster pals are all transformed into humans, and Johnny becomes a monster. In their new mismatched bodies, Drac and Johnny must team up and race across the globe to find a cure before it's too late, and before they drive each other crazy.",138.5,7.004,Change can be scary.,92,0,2022-02-25,1608,0,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']","['Sony Pictures Animation', 'Sony Pictures', 'MRC', 'Columbia Pictures']"
165,453395,Doctor Strange in the Multiverse of Madness,"Doctor Strange, with the help of mystical allies both old and new, traverses the mind-bending and dangerous alternate realities of the Multiverse to confront a mysterious new adversary.",153.6,7.4,Enter a new dimension of Strange.,126,952224986,2022-05-04,7865,200000000,"['Fantasy', 'Action', 'Adventure']","['Marvel Studios', 'Kevin Feige Productions']"
166,673,Harry Potter and the Prisoner of Azkaban,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",142.5,8.02,Something wicked this way comes.,141,789804554,2004-05-31,19903,130000000,"['Adventure', 'Fantasy']","['Warner Bros. Pictures', '1492 Pictures', 'Heyday Films', 'P of A Productions Limited']"
167,672,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",148.9,7.723,Hogwarts is back in session.,161,876688482,2002-11-13,20265,100000000,"['Adventure', 'Fantasy']","['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']"
168,543504,神探大战,"When Hong Kong is rocked by multiple gruesome murders, the police forms a task force to investigate. Jun, once a brilliant detective who suffered a mental breakdown, begins his own investigation. Eventually, the police learn that the murder victims are all suspects of cold cases being rubbed out by a figure known as ""The Sleuth"". Now, Jun and a detective from the task force are on a race against time to beat the brutal killer at its own game.",151.1,6.7,There is no chosen sleuth among us.,102,0,2022-07-08,52,0,"['Action', 'Crime', 'Mystery', 'Thriller']",['Emperor Motion Pictures']
169,1094319,The Best Man,"Mercenaries seize control of a remote resort hotel during a wedding and it's up to the best man, the groom and their drunken best friend to stop the terrorists and save the hostages.",124.5,6.145,,93,0,2023-04-21,86,0,"['Action', 'Thriller']",['Saban Films']
170,1115710,The Mount 2,"A year after the incident at the Mount, the police are still investigating the murders of Philomena and Caroline. The Mount has been cordoned off by the police. However, on Halloween night, a group of teenagers break in. They plan on holding a wedding between friends, conducted by a rather odd character, however, little did they know some unexpected guests would show up to crash the party.",136.8,5.53,,81,0,2023-05-12,16,0,['Horror'],[]
171,667717,深海,"Shenxiu has felt a deep sadness since her mother left. A storm plunges her into a dreamlike, 3D world of swirling colour. Led by the Hyjinx, and joined by inventive underwater chef Nanhe, she embarks on a quest to find solace in the Eye of the Deep Sea.",135.8,7.3,,105,136090000,2023-01-22,47,28700000,"['Animation', 'Adventure', 'Fantasy', 'Science Fiction']","['October Media', 'Horgos Coloroom Pictures', 'Enlight Pictures']"
